PID,ID,app_dt,target,Org_class_new,Org_new,perf_type,mob,threshold_dpd,observe_month,sample_flag,channel_new,ind
10002078,6235,20250703,1,Rate36,拍拍贷,dpd,3,60,3,mob3_dpd60,h5,拍拍贷#mob3_dpd60#h5
10002078,6236,20251107,0,Rate36,美团月付,dpd,3,30,3,mob3_dpd30,api,美团月付#mob3_dpd30#api
10002079,6237,20250408,1,Rate36,拍拍贷,dpd,12,60,12,mob12_dpd60,api,拍拍贷#mob12_dpd60#api
10002079,6238,20240825,0,Rate36,美团月付,dpd,9,30,9,mob9_dpd30,h5,美团月付#mob9_dpd30#h5
10002079,6239,20250810,0,Rate36,拍拍贷,fpd,,60,,fpd60,h5,拍拍贷#fpd60#h5
10002080,6240,20240311,0,Rate36,美团月付,dpd,6,30,6,mob6_dpd30,api,美团月付#mob6_dpd30#api
10002080,6241,20240415,0,Rate36,拍拍贷,fpd,,30,,fpd30,api,拍拍贷#fpd30#api
10002080,6242,20250626,0,Rate36,美团月付,dpd,12,30,12,mob12_dpd30,api,美团月付#mob12_dpd30#api
10002081,6243,20250724,1,Rate36,美团月付,dpd,3,60,3,mob3_dpd60,h5,美团月付#mob3_dpd60#h5
10002081,6244,20241121,-2,Rate36,拍拍贷,dpd,12,30,12,mob12_dpd30,api,拍拍贷#mob12_dpd30#api
10002081,6245,20250710,1,Rate36,拍拍贷,dpd,9,60,9,mob9_dpd60,h5,拍拍贷#mob9_dpd60#h5
10002082,6246,20240528,0,Rate36,拍拍贷,dpd,6,30,6,mob6_dpd30,h5,拍拍贷#mob6_dpd30#h5
10002082,6247,20240728,0,Rate36,拍拍贷,dpd,6,30,6,mob6_dpd30,api,拍拍贷#mob6_dpd30#api
10002082,6248,20250222,1,Rate36,美团月付,dpd,9,30,9,mob9_dpd30,h5,美团月付#mob9_dpd30#h5
10002083,6249,20250223,-2,Rate36,拍拍贷,dpd,6,60,6,mob6_dpd60,h5,拍拍贷#mob6_dpd60#h5
10002083,6250,20240523,0,Rate36,拍拍贷,dpd,6,60,6,mob6_dpd60,h5,拍拍贷#mob6_dpd60#h5
10002083,6251,20240902,0,Rate36,美团月付,dpd,6,30,6,mob6_dpd30,api,美团月付#mob6_dpd30#api
10002084,6252,20250606,0,Rate36,美团月付,dpd,9,60,9,mob9_dpd60,api,美团月付#mob9_dpd60#api
10002084,6253,20260209,1,Rate36,美团月付,dpd,6,60,6,mob6_dpd60,api,美团月付#mob6_dpd60#api
10002084,6254,20251207,0,Rate36,拍拍贷,dpd,9,30,9,mob9_dpd30,h5,拍拍贷#mob9_dpd30#h5
10002085,6255,20250406,0,Rate36,美团月付,dpd,12,30,12,mob12_dpd30,api,美团月付#mob12_dpd30#api
10002085,6256,20250602,0,Rate36,美团月付,dpd,3,60,3,mob3_dpd60,h5,美团月付#mob3_dpd60#h5
10002085,6257,20250727,0,Rate36,美团月付,dpd,9,60,9,mob9_dpd60,api,美团月付#mob9_dpd60#api
10002086,6258,20250105,1,Rate36,拍拍贷,dpd,12,30,12,mob12_dpd30,h5,拍拍贷#mob12_dpd30#h5
10002086,6259,20251110,0,Rate36,拍拍贷,dpd,6,60,6,mob6_dpd60,api,拍拍贷#mob6_dpd60#api
10002086,6260,20260109,-2,Rate36,拍拍贷,dpd,9,60,9,mob9_dpd60,api,拍拍贷#mob9_dpd60#api
10002087,6261,20250505,0,Rate36,美团月付,dpd,3,30,3,mob3_dpd30,h5,美团月付#mob3_dpd30#h5
10002087,6262,20250628,0,Rate36,美团月付,fpd,,60,,fpd60,h5,美团月付#fpd60#h5
10002087,6263,20251115,0,Rate36,美团月付,dpd,12,60,12,mob12_dpd60,api,美团月付#mob12_dpd60#api
10002088,6264,20250708,0,Rate36,美团月付,dpd,3,60,3,mob3_dpd60,api,美团月付#mob3_dpd60#api
10002088,6265,20240920,0,Rate36,拍拍贷,dpd,12,60,12,mob12_dpd60,api,拍拍贷#mob12_dpd60#api
10002088,6266,20240422,0,Rate36,美团月付,fpd,,60,,fpd60,h5,美团月付#fpd60#h5
10002089,6267,20251116,0,Rate36,拍拍贷,dpd,9,30,9,mob9_dpd30,h5,拍拍贷#mob9_dpd30#h5
10002089,6268,20250707,0,Rate36,美团月付,fpd,,60,,fpd60,h5,美团月付#fpd60#h5
10002089,6269,20250526,1,Rate36,美团月付,fpd,,60,,fpd60,h5,美团月付#fpd60#h5
10002090,6270,20250210,0,Rate36,美团月付,dpd,3,60,3,mob3_dpd60,api,美团月付#mob3_dpd60#api
10002090,6271,20241219,-2,Rate36,美团月付,dpd,6,60,6,mob6_dpd60,api,美团月付#mob6_dpd60#api
10002090,6272,20250809,0,Rate36,美团月付,fpd,,30,,fpd30,h5,美团月付#fpd30#h5
10002091,6273,20240308,1,Rate36,拍拍贷,dpd,3,30,3,mob3_dpd30,h5,拍拍贷#mob3_dpd30#h5
10002091,6274,20250813,-2,Rate36,美团月付,dpd,3,60,3,mob3_dpd60,h5,美团月付#mob3_dpd60#h5
10002091,6275,20251020,1,Rate36,美团月付,dpd,6,30,6,mob6_dpd30,h5,美团月付#mob6_dpd30#h5
10002092,6276,20240509,0,Rate36,美团月付,dpd,9,30,9,mob9_dpd30,h5,美团月付#mob9_dpd30#h5
10002092,6277,20260206,0,Rate36,美团月付,dpd,12,30,12,mob12_dpd30,h5,美团月付#mob12_dpd30#h5
10002092,6278,20240722,0,Rate36,拍拍贷,dpd,9,30,9,mob9_dpd30,api,拍拍贷#mob9_dpd30#api
10002093,6279,20241124,0,Rate36,美团月付,dpd,6,30,6,mob6_dpd30,api,美团月付#mob6_dpd30#api
10002093,6280,20260228,0,Rate36,美团月付,dpd,6,30,6,mob6_dpd30,api,美团月付#mob6_dpd30#api
10002093,6281,20250113,1,Rate36,拍拍贷,dpd,3,30,3,mob3_dpd30,api,拍拍贷#mob3_dpd30#api
10002094,6282,20250824,0,Rate36,美团月付,dpd,12,30,12,mob12_dpd30,h5,美团月付#mob12_dpd30#h5
10002094,6283,20240512,1,Rate36,拍拍贷,dpd,9,30,9,mob9_dpd30,api,拍拍贷#mob9_dpd30#api
10002094,6284,20240826,1,Rate36,美团月付,dpd,6,60,6,mob6_dpd60,h5,美团月付#mob6_dpd60#h5
10002095,6285,20250627,0,Rate36,拍拍贷,dpd,12,60,12,mob12_dpd60,h5,拍拍贷#mob12_dpd60#h5
10002095,6286,20250928,0,Rate36,拍拍贷,dpd,6,60,6,mob6_dpd60,h5,拍拍贷#mob6_dpd60#h5
10002095,6287,20240515,0,Rate36,拍拍贷,dpd,9,30,9,mob9_dpd30,api,拍拍贷#mob9_dpd30#api
10002096,6288,20250119,0,Rate36,美团月付,dpd,3,60,3,mob3_dpd60,h5,美团月付#mob3_dpd60#h5
10002096,6289,20240823,0,Rate36,拍拍贷,dpd,3,30,3,mob3_dpd30,api,拍拍贷#mob3_dpd30#api
10002096,6290,20250323,0,Rate36,拍拍贷,dpd,12,60,12,mob12_dpd60,h5,拍拍贷#mob12_dpd60#h5
10002097,6291,20240327,0,Rate36,拍拍贷,dpd,3,30,3,mob3_dpd30,api,拍拍贷#mob3_dpd30#api
10002097,6292,20250627,1,Rate36,拍拍贷,dpd,12,30,12,mob12_dpd30,api,拍拍贷#mob12_dpd30#api
10002097,6293,20250716,0,Rate36,拍拍贷,dpd,9,60,9,mob9_dpd60,h5,拍拍贷#mob9_dpd60#h5
10002098,6294,20250505,0,Rate36,拍拍贷,fpd,,30,,fpd30,h5,拍拍贷#fpd30#h5
10002098,6295,20250828,1,Rate36,美团月付,dpd,9,60,9,mob9_dpd60,h5,美团月付#mob9_dpd60#h5
10002098,6296,20240305,0,Rate36,拍拍贷,dpd,12,60,12,mob12_dpd60,h5,拍拍贷#mob12_dpd60#h5
10002099,6297,20240719,0,Rate36,拍拍贷,fpd,,30,,fpd30,h5,拍拍贷#fpd30#h5
10002099,6298,20251201,0,Rate36,美团月付,fpd,,60,,fpd60,api,美团月付#fpd60#api
10002099,6299,20240922,0,Rate36,拍拍贷,dpd,3,30,3,mob3_dpd30,api,拍拍贷#mob3_dpd30#api
10002100,6300,20260212,0,Rate36,美团月付,dpd,6,30,6,mob6_dpd30,h5,美团月付#mob6_dpd30#h5
10002100,6301,20241106,0,Rate36,拍拍贷,dpd,6,60,6,mob6_dpd60,api,拍拍贷#mob6_dpd60#api
10002100,6302,20251014,0,Rate36,拍拍贷,dpd,6,60,6,mob6_dpd60,h5,拍拍贷#mob6_dpd60#h5
10002101,6303,20251006,1,Rate36,拍拍贷,dpd,6,60,6,mob6_dpd60,h5,拍拍贷#mob6_dpd60#h5
10002101,6304,20250502,0,Rate36,拍拍贷,dpd,3,30,3,mob3_dpd30,h5,拍拍贷#mob3_dpd30#h5
10002101,6305,20240522,0,Rate36,拍拍贷,dpd,3,30,3,mob3_dpd30,api,拍拍贷#mob3_dpd30#api
10002102,6306,20240421,0,Rate36,拍拍贷,dpd,9,30,9,mob9_dpd30,api,拍拍贷#mob9_dpd30#api
10002102,6307,20241107,0,Rate36,拍拍贷,dpd,12,60,12,mob12_dpd60,api,拍拍贷#mob12_dpd60#api
10002102,6308,20250119,0,Rate36,拍拍贷,dpd,6,30,6,mob6_dpd30,api,拍拍贷#mob6_dpd30#api
10002103,6309,20251122,0,Rate36,拍拍贷,dpd,9,30,9,mob9_dpd30,api,拍拍贷#mob9_dpd30#api
10002103,6310,20240726,0,Rate36,美团月付,fpd,,60,,fpd60,api,美团月付#fpd60#api
10002103,6311,20250418,1,Rate36,美团月付,dpd,12,60,12,mob12_dpd60,h5,美团月付#mob12_dpd60#h5
10002104,6312,20250412,0,Rate36,美团月付,dpd,12,60,12,mob12_dpd60,h5,美团月付#mob12_dpd60#h5
10002104,6313,20250405,0,Rate36,美团月付,fpd,,30,,fpd30,api,美团月付#fpd30#api
10002104,6314,20250514,1,Rate36,拍拍贷,dpd,9,60,9,mob9_dpd60,api,拍拍贷#mob9_dpd60#api
10002105,6315,20251023,0,Rate36,美团月付,dpd,6,30,6,mob6_dpd30,api,美团月付#mob6_dpd30#api
10002105,6316,20250206,0,Rate36,拍拍贷,dpd,3,60,3,mob3_dpd60,h5,拍拍贷#mob3_dpd60#h5
10002105,6317,20260201,0,Rate36,拍拍贷,dpd,9,30,9,mob9_dpd30,api,拍拍贷#mob9_dpd30#api
10002106,6318,20250202,0,Rate36,美团月付,dpd,6,60,6,mob6_dpd60,api,美团月付#mob6_dpd60#api
10002106,6319,20240513,1,Rate36,拍拍贷,dpd,6,30,6,mob6_dpd30,api,拍拍贷#mob6_dpd30#api
10002106,6320,20241107,0,Rate36,美团月付,dpd,6,30,6,mob6_dpd30,api,美团月付#mob6_dpd30#api
10002107,6321,20240514,0,Rate36,拍拍贷,dpd,9,60,9,mob9_dpd60,api,拍拍贷#mob9_dpd60#api
10002107,6322,20260120,0,Rate36,美团月付,dpd,6,60,6,mob6_dpd60,api,美团月付#mob6_dpd60#api
10002107,6323,20241001,0,Rate36,美团月付,dpd,12,30,12,mob12_dpd30,api,美团月付#mob12_dpd30#api
10002108,6324,20251103,0,Rate36,拍拍贷,dpd,9,30,9,mob9_dpd30,h5,拍拍贷#mob9_dpd30#h5
10002108,6325,20241021,0,Rate36,美团月付,dpd,12,60,12,mob12_dpd60,h5,美团月付#mob12_dpd60#h5
10002108,6326,20250609,0,Rate36,拍拍贷,fpd,,30,,fpd30,api,拍拍贷#fpd30#api
10002109,6327,20240720,0,Rate36,拍拍贷,dpd,9,60,9,mob9_dpd60,api,拍拍贷#mob9_dpd60#api
10002109,6328,20250217,0,Rate36,拍拍贷,dpd,9,30,9,mob9_dpd30,h5,拍拍贷#mob9_dpd30#h5
10002109,6329,20250528,0,Rate36,美团月付,fpd,,30,,fpd30,api,美团月付#fpd30#api
10002110,6330,20250612,0,Rate36,美团月付,dpd,12,60,12,mob12_dpd60,h5,美团月付#mob12_dpd60#h5
10002110,6331,20250713,1,Rate36,拍拍贷,fpd,,60,,fpd60,h5,拍拍贷#fpd60#h5
10002110,6332,20240312,0,Rate36,拍拍贷,dpd,9,30,9,mob9_dpd30,api,拍拍贷#mob9_dpd30#api
10002111,6333,20241017,0,Rate36,拍拍贷,dpd,9,60,9,mob9_dpd60,h5,拍拍贷#mob9_dpd60#h5
10002111,6334,20250402,0,Rate36,美团月付,dpd,6,60,6,mob6_dpd60,h5,美团月付#mob6_dpd60#h5
10002111,6335,20240414,0,Rate36,拍拍贷,dpd,12,30,12,mob12_dpd30,api,拍拍贷#mob12_dpd30#api
10002112,6336,20240928,0,Rate36,美团月付,dpd,12,60,12,mob12_dpd60,api,美团月付#mob12_dpd60#api
10002112,6337,20240626,0,Rate36,美团月付,dpd,3,30,3,mob3_dpd30,h5,美团月付#mob3_dpd30#h5
10002112,6338,20251023,0,Rate36,美团月付,dpd,6,60,6,mob6_dpd60,api,美团月付#mob6_dpd60#api
10002113,6339,20250322,1,Rate36,拍拍贷,dpd,6,60,6,mob6_dpd60,h5,拍拍贷#mob6_dpd60#h5
10002113,6340,20250609,0,Rate36,拍拍贷,dpd,9,60,9,mob9_dpd60,api,拍拍贷#mob9_dpd60#api
10002113,6341,20251113,0,Rate36,美团月付,dpd,9,30,9,mob9_dpd30,api,美团月付#mob9_dpd30#api
10002114,6342,20251013,-2,Rate36,美团月付,dpd,9,60,9,mob9_dpd60,api,美团月付#mob9_dpd60#api
10002114,6343,20241203,0,Rate36,美团月付,dpd,3,30,3,mob3_dpd30,api,美团月付#mob3_dpd30#api
10002114,6344,20240507,1,Rate36,拍拍贷,dpd,3,30,3,mob3_dpd30,api,拍拍贷#mob3_dpd30#api
10002115,6345,20240819,0,Rate36,拍拍贷,dpd,9,30,9,mob9_dpd30,api,拍拍贷#mob9_dpd30#api
10002115,6346,20250507,0,Rate36,美团月付,dpd,3,30,3,mob3_dpd30,h5,美团月付#mob3_dpd30#h5
10002115,6347,20241006,-2,Rate36,拍拍贷,dpd,3,60,3,mob3_dpd60,h5,拍拍贷#mob3_dpd60#h5
10002116,6348,20240303,0,Rate36,美团月付,dpd,3,30,3,mob3_dpd30,h5,美团月付#mob3_dpd30#h5
10002116,6349,20250327,0,Rate36,拍拍贷,fpd,,30,,fpd30,api,拍拍贷#fpd30#api
10002116,6350,20260118,-2,Rate36,美团月付,dpd,12,60,12,mob12_dpd60,h5,美团月付#mob12_dpd60#h5
10002117,6351,20250722,0,Rate36,美团月付,dpd,12,30,12,mob12_dpd30,h5,美团月付#mob12_dpd30#h5
10002117,6352,20240604,0,Rate36,美团月付,fpd,,60,,fpd60,h5,美团月付#fpd60#h5
10002117,6353,20251223,0,Rate36,美团月付,dpd,9,30,9,mob9_dpd30,api,美团月付#mob9_dpd30#api
10002118,6354,20240502,0,Rate36,拍拍贷,fpd,,60,,fpd60,h5,拍拍贷#fpd60#h5
10002118,6355,20250814,0,Rate36,拍拍贷,dpd,9,60,9,mob9_dpd60,h5,拍拍贷#mob9_dpd60#h5
10002118,6356,20241217,1,Rate36,拍拍贷,dpd,3,30,3,mob3_dpd30,api,拍拍贷#mob3_dpd30#api
10002119,6357,20240807,1,Rate36,美团月付,dpd,12,60,12,mob12_dpd60,h5,美团月付#mob12_dpd60#h5
10002119,6358,20250728,0,Rate36,美团月付,dpd,6,60,6,mob6_dpd60,api,美团月付#mob6_dpd60#api
10002119,6359,20241024,1,Rate36,拍拍贷,dpd,9,30,9,mob9_dpd30,api,拍拍贷#mob9_dpd30#api
10002120,6360,20240903,0,Rate36,拍拍贷,dpd,9,60,9,mob9_dpd60,h5,拍拍贷#mob9_dpd60#h5
10002120,6361,20240722,0,Rate36,拍拍贷,dpd,6,30,6,mob6_dpd30,api,拍拍贷#mob6_dpd30#api
10002120,6362,20260124,1,Rate36,拍拍贷,dpd,6,30,6,mob6_dpd30,api,拍拍贷#mob6_dpd30#api
10002121,6363,20240419,1,Rate36,美团月付,dpd,3,30,3,mob3_dpd30,h5,美团月付#mob3_dpd30#h5
10002121,6364,20251125,1,Rate36,拍拍贷,dpd,12,60,12,mob12_dpd60,h5,拍拍贷#mob12_dpd60#h5
10002121,6365,20240601,0,Rate36,美团月付,fpd,,60,,fpd60,api,美团月付#fpd60#api
10002122,6366,20241106,0,Rate36,拍拍贷,dpd,3,30,3,mob3_dpd30,api,拍拍贷#mob3_dpd30#api
10002122,6367,20241119,-2,Rate36,美团月付,fpd,,60,,fpd60,h5,美团月付#fpd60#h5
10002122,6368,20241205,-2,Rate36,美团月付,dpd,9,30,9,mob9_dpd30,h5,美团月付#mob9_dpd30#h5
10002123,6369,20240706,1,Rate36,拍拍贷,dpd,12,30,12,mob12_dpd30,h5,拍拍贷#mob12_dpd30#h5
10002123,6370,20250117,0,Rate36,拍拍贷,dpd,3,60,3,mob3_dpd60,h5,拍拍贷#mob3_dpd60#h5
10002123,6371,20260205,0,Rate36,美团月付,dpd,3,30,3,mob3_dpd30,h5,美团月付#mob3_dpd30#h5
10002124,6372,20250228,0,Rate36,拍拍贷,dpd,6,30,6,mob6_dpd30,h5,拍拍贷#mob6_dpd30#h5
10002124,6373,20250125,0,Rate36,美团月付,dpd,6,60,6,mob6_dpd60,h5,美团月付#mob6_dpd60#h5
10002124,6374,20251011,1,Rate36,拍拍贷,dpd,3,60,3,mob3_dpd60,api,拍拍贷#mob3_dpd60#api
10002125,6375,20240323,0,Rate36,美团月付,dpd,3,60,3,mob3_dpd60,api,美团月付#mob3_dpd60#api
10002125,6376,20250223,0,Rate36,拍拍贷,dpd,9,60,9,mob9_dpd60,api,拍拍贷#mob9_dpd60#api
10002125,6377,20241215,0,Rate36,美团月付,fpd,,60,,fpd60,api,美团月付#fpd60#api
10002126,6378,20240814,0,Rate36,拍拍贷,dpd,3,60,3,mob3_dpd60,api,拍拍贷#mob3_dpd60#api
10002126,6379,20240813,1,Rate36,拍拍贷,dpd,6,30,6,mob6_dpd30,h5,拍拍贷#mob6_dpd30#h5
10002126,6380,20240608,0,Rate36,美团月付,dpd,6,60,6,mob6_dpd60,api,美团月付#mob6_dpd60#api
10002127,6381,20241226,0,Rate36,拍拍贷,dpd,12,30,12,mob12_dpd30,h5,拍拍贷#mob12_dpd30#h5
10002127,6382,20260216,0,Rate36,拍拍贷,dpd,12,30,12,mob12_dpd30,h5,拍拍贷#mob12_dpd30#h5
10002127,6383,20250726,0,Rate36,拍拍贷,dpd,12,30,12,mob12_dpd30,api,拍拍贷#mob12_dpd30#api
10002128,6384,20240916,0,Rate36,拍拍贷,fpd,,60,,fpd60,h5,拍拍贷#fpd60#h5
10002128,6385,20240824,0,Rate36,美团月付,dpd,6,30,6,mob6_dpd30,h5,美团月付#mob6_dpd30#h5
10002128,6386,20250327,0,Rate36,拍拍贷,dpd,6,30,6,mob6_dpd30,h5,拍拍贷#mob6_dpd30#h5
10002129,6387,20251106,0,Rate36,拍拍贷,dpd,6,30,6,mob6_dpd30,api,拍拍贷#mob6_dpd30#api
10002129,6388,20260223,0,Rate36,拍拍贷,fpd,,60,,fpd60,api,拍拍贷#fpd60#api
10002129,6389,20250915,0,Rate36,拍拍贷,fpd,,30,,fpd30,api,拍拍贷#fpd30#api
10002130,6390,20250916,1,Rate36,美团月付,fpd,,60,,fpd60,api,美团月付#fpd60#api
10002130,6391,20240318,1,Rate36,拍拍贷,dpd,9,60,9,mob9_dpd60,api,拍拍贷#mob9_dpd60#api
10002130,6392,20250415,0,Rate36,拍拍贷,dpd,12,30,12,mob12_dpd30,h5,拍拍贷#mob12_dpd30#h5
10002131,6393,20241215,0,Rate36,美团月付,fpd,,60,,fpd60,api,美团月付#fpd60#api
10002131,6394,20240814,0,Rate36,拍拍贷,fpd,,60,,fpd60,api,拍拍贷#fpd60#api
10002131,6395,20240424,0,Rate36,美团月付,dpd,9,30,9,mob9_dpd30,h5,美团月付#mob9_dpd30#h5
10002132,6396,20241008,1,Rate36,美团月付,dpd,3,60,3,mob3_dpd60,api,美团月付#mob3_dpd60#api
10002132,6397,20240509,0,Rate36,拍拍贷,dpd,3,30,3,mob3_dpd30,api,拍拍贷#mob3_dpd30#api
10002132,6398,20250302,0,Rate36,拍拍贷,dpd,3,60,3,mob3_dpd60,api,拍拍贷#mob3_dpd60#api
10002133,6399,20250128,0,Rate36,拍拍贷,dpd,12,60,12,mob12_dpd60,api,拍拍贷#mob12_dpd60#api
10002133,6400,20240620,0,Rate36,拍拍贷,dpd,3,60,3,mob3_dpd60,api,拍拍贷#mob3_dpd60#api
10002133,6401,20250307,0,Rate36,美团月付,dpd,6,30,6,mob6_dpd30,api,美团月付#mob6_dpd30#api
10002134,6402,20240521,0,Rate36,拍拍贷,dpd,3,30,3,mob3_dpd30,api,拍拍贷#mob3_dpd30#api
10002134,6403,20250121,1,Rate36,拍拍贷,dpd,3,30,3,mob3_dpd30,h5,拍拍贷#mob3_dpd30#h5
10002134,6404,20240503,0,Rate36,拍拍贷,dpd,6,30,6,mob6_dpd30,api,拍拍贷#mob6_dpd30#api
10002135,6405,20250815,0,Rate36,美团月付,dpd,9,30,9,mob9_dpd30,api,美团月付#mob9_dpd30#api
10002135,6406,20260125,0,Rate36,美团月付,dpd,3,60,3,mob3_dpd60,api,美团月付#mob3_dpd60#api
10002135,6407,20260103,0,Rate36,美团月付,fpd,,30,,fpd30,h5,美团月付#fpd30#h5
10002136,6408,20260220,0,Rate36,美团月付,dpd,12,60,12,mob12_dpd60,api,美团月付#mob12_dpd60#api
10002136,6409,20240518,0,Rate36,美团月付,dpd,6,60,6,mob6_dpd60,api,美团月付#mob6_dpd60#api
10002136,6410,20250718,0,Rate36,美团月付,dpd,12,60,12,mob12_dpd60,api,美团月付#mob12_dpd60#api
10002137,6411,20260126,0,Rate36,美团月付,dpd,6,60,6,mob6_dpd60,api,美团月付#mob6_dpd60#api
10002137,6412,20251016,-2,Rate36,美团月付,dpd,12,60,12,mob12_dpd60,api,美团月付#mob12_dpd60#api
10002137,6413,20250301,0,Rate36,拍拍贷,dpd,3,30,3,mob3_dpd30,h5,拍拍贷#mob3_dpd30#h5
10002138,6414,20240417,1,Rate36,拍拍贷,dpd,12,30,12,mob12_dpd30,h5,拍拍贷#mob12_dpd30#h5
10002138,6415,20250218,0,Rate36,美团月付,fpd,,60,,fpd60,h5,美团月付#fpd60#h5
10002138,6416,20250123,0,Rate36,拍拍贷,dpd,3,30,3,mob3_dpd30,h5,拍拍贷#mob3_dpd30#h5
10002139,6417,20250624,0,Rate36,拍拍贷,dpd,6,30,6,mob6_dpd30,api,拍拍贷#mob6_dpd30#api
10002139,6418,20250506,0,Rate36,拍拍贷,dpd,12,60,12,mob12_dpd60,h5,拍拍贷#mob12_dpd60#h5
10002139,6419,20241106,1,Rate36,美团月付,dpd,12,60,12,mob12_dpd60,h5,美团月付#mob12_dpd60#h5
10002140,6420,20240622,0,Rate36,美团月付,dpd,12,60,12,mob12_dpd60,h5,美团月付#mob12_dpd60#h5
10002140,6421,20251124,0,Rate36,美团月付,fpd,,60,,fpd60,api,美团月付#fpd60#api
10002140,6422,20250716,0,Rate36,拍拍贷,dpd,9,60,9,mob9_dpd60,api,拍拍贷#mob9_dpd60#api
10002141,6423,20241120,0,Rate36,美团月付,dpd,3,30,3,mob3_dpd30,api,美团月付#mob3_dpd30#api
10002141,6424,20241020,0,Rate36,美团月付,dpd,9,60,9,mob9_dpd60,h5,美团月付#mob9_dpd60#h5
10002141,6425,20260208,0,Rate36,拍拍贷,fpd,,30,,fpd30,api,拍拍贷#fpd30#api
10002142,6426,20240711,0,Rate36,拍拍贷,dpd,6,60,6,mob6_dpd60,h5,拍拍贷#mob6_dpd60#h5
10002142,6427,20250113,-2,Rate36,拍拍贷,dpd,12,60,12,mob12_dpd60,api,拍拍贷#mob12_dpd60#api
10002142,6428,20250808,1,Rate36,美团月付,dpd,9,30,9,mob9_dpd30,h5,美团月付#mob9_dpd30#h5
10002143,6429,20250209,0,Rate36,美团月付,dpd,9,30,9,mob9_dpd30,api,美团月付#mob9_dpd30#api
10002143,6430,20251013,0,Rate36,拍拍贷,dpd,6,30,6,mob6_dpd30,h5,拍拍贷#mob6_dpd30#h5
10002143,6431,20250828,0,Rate36,美团月付,fpd,,30,,fpd30,api,美团月付#fpd30#api
10002144,6432,20240424,0,Rate36,美团月付,dpd,12,30,12,mob12_dpd30,api,美团月付#mob12_dpd30#api
10002144,6433,20240609,0,Rate36,美团月付,dpd,12,60,12,mob12_dpd60,api,美团月付#mob12_dpd60#api
10002144,6434,20250507,0,Rate36,美团月付,dpd,3,30,3,mob3_dpd30,h5,美团月付#mob3_dpd30#h5
10002145,6435,20251126,1,Rate36,美团月付,dpd,9,30,9,mob9_dpd30,api,美团月付#mob9_dpd30#api
10002145,6436,20240719,0,Rate36,美团月付,dpd,3,30,3,mob3_dpd30,api,美团月付#mob3_dpd30#api
10002145,6437,20250206,0,Rate36,拍拍贷,dpd,9,30,9,mob9_dpd30,h5,拍拍贷#mob9_dpd30#h5
10002146,6438,20251011,0,Rate36,拍拍贷,fpd,,30,,fpd30,h5,拍拍贷#fpd30#h5
10002146,6439,20240711,0,Rate36,拍拍贷,fpd,,30,,fpd30,api,拍拍贷#fpd30#api
10002146,6440,20251023,0,Rate36,拍拍贷,dpd,9,60,9,mob9_dpd60,h5,拍拍贷#mob9_dpd60#h5
10002147,6441,20250621,0,Rate36,拍拍贷,dpd,6,30,6,mob6_dpd30,api,拍拍贷#mob6_dpd30#api
10002147,6442,20250918,0,Rate36,美团月付,dpd,12,30,12,mob12_dpd30,api,美团月付#mob12_dpd30#api
10002147,6443,20250316,0,Rate36,美团月付,fpd,,30,,fpd30,h5,美团月付#fpd30#h5
10002148,6444,20251020,0,Rate36,美团月付,dpd,9,30,9,mob9_dpd30,h5,美团月付#mob9_dpd30#h5
10002148,6445,20240927,0,Rate36,美团月付,dpd,9,60,9,mob9_dpd60,api,美团月付#mob9_dpd60#api
10002148,6446,20250914,-2,Rate36,拍拍贷,dpd,9,30,9,mob9_dpd30,h5,拍拍贷#mob9_dpd30#h5
10002149,6447,20241123,1,Rate36,美团月付,fpd,,60,,fpd60,api,美团月付#fpd60#api
10002149,6448,20240713,-2,Rate36,拍拍贷,fpd,,30,,fpd30,h5,拍拍贷#fpd30#h5
10002149,6449,20240915,-2,Rate36,拍拍贷,dpd,3,60,3,mob3_dpd60,api,拍拍贷#mob3_dpd60#api
10002150,6450,20251014,0,Rate36,美团月付,dpd,9,60,9,mob9_dpd60,api,美团月付#mob9_dpd60#api
10002150,6451,20240527,0,Rate36,美团月付,dpd,9,30,9,mob9_dpd30,api,美团月付#mob9_dpd30#api
10002150,6452,20240519,0,Rate36,拍拍贷,dpd,3,30,3,mob3_dpd30,h5,拍拍贷#mob3_dpd30#h5
10002151,6453,20250307,0,Rate36,拍拍贷,dpd,6,30,6,mob6_dpd30,h5,拍拍贷#mob6_dpd30#h5
10002151,6454,20250825,0,Rate36,拍拍贷,dpd,3,60,3,mob3_dpd60,h5,拍拍贷#mob3_dpd60#h5
10002151,6455,20250625,0,Rate36,拍拍贷,dpd,6,60,6,mob6_dpd60,h5,拍拍贷#mob6_dpd60#h5
10002152,6456,20241127,1,Rate36,拍拍贷,dpd,3,60,3,mob3_dpd60,api,拍拍贷#mob3_dpd60#api
10002152,6457,20241019,0,Rate36,拍拍贷,dpd,6,30,6,mob6_dpd30,api,拍拍贷#mob6_dpd30#api
10002152,6458,20250220,-2,Rate36,美团月付,dpd,12,30,12,mob12_dpd30,h5,美团月付#mob12_dpd30#h5
10002153,6459,20241206,0,Rate36,拍拍贷,dpd,6,30,6,mob6_dpd30,h5,拍拍贷#mob6_dpd30#h5
10002153,6460,20250125,0,Rate36,美团月付,fpd,,60,,fpd60,h5,美团月付#fpd60#h5
